timestamp,scenario_id,repeat_id,algorithm,n_nodes,n_edges,source,target,w_delay,w_rel,w_res,path_length,total_delay,rel_cost,res_cost,total_cost
2025-12-03T18:03:35,3,2,Q-Learning,250,12442,141,68,0.5,0.3,0.2,4,34.16518144808693,0.14289890517123296,6.818628641241393,18.489186123843115
2025-12-03T18:03:36,3,2,SARSA,250,12442,141,68,0.5,0.3,0.2,3,17.16275120011395,0.15697603534627608,9.053581134979273,10.439184637656712
2025-12-03T18:03:36,3,3,Basit,250,12442,161,203,0.5,0.3,0.2,3,8.851100695757047,0.10261020647933534,2.849659590814384,5.026265327985201
2025-12-03T18:03:36,3,3,Q-Learning,250,12442,161,203,0.5,0.3,0.2,3,10.16148773280325,0.16316924837253297,2.7575721771132544,5.681209076336036
2025-12-03T18:03:37,3,3,SARSA,250,12442,161,203,0.5,0.3,0.2,4,31.33472006343374,0.12921996907386837,4.785091886782956,16.66314439979562
2025-12-03T18:03:37,3,4,Basit,250,12442,99,6,0.5,0.3,0.2,2,6.000073394855396,0.07108621600949555,1.7740674639407854,3.3761760550187034
2025-12-03T18:03:38,3,4,Q-Learning,250,12442,99,6,0.5,0.3,0.2,2,6.000073394855396,0.07108621600949555,1.7740674639407854,3.3761760550187034
2025-12-03T18:03:38,3,4,SARSA,250,12442,99,6,0.5,0.3,0.2,2,6.000073394855396,0.07108621600949555,1.7740674639407854,3.3761760550187034
2025-12-03T18:03:38,3,5,Basit,250,12442,30,120,0.5,0.3,0.2,3,10.694328421163394,0.11394820269510351,2.4673235912835643,5.874813389646941
2025-12-03T18:03:39,3,5,Q-Learning,250,12442,30,120,0.5,0.3,0.2,6,38.82018280584981,0.2093991360630404,12.235464970897386,21.920004137923296
2025-12-03T18:03:39,3,5,SARSA,250,12442,30,120,0.5,0.3,0.2,3,14.099591603627728,0.1184154480982011,3.7450552312517464,7.834331482493674
2025-12-03T18:03:39,4,1,Basit,250,12371,228,93,0.5,0.3,0.2,3,8.35317665305087,0.09164259431132232,6.794155190755717,5.562912142969974
2025-12-03T18:03:40,4,1,Q-Learning,250,12371,228,93,0.5,0.3,0.2,3,15.68895515514478,0.12453968124967145,3.1009049248370397,8.5020204669147
2025-12-03T18:03:40,4,1,SARSA,250,12371,228,93,0.5,0.3,0.2,3,24.51577920225942,0.12144991237801465,3.921972184492498,13.078719011741615
2025-12-03T18:03:40,4,2,Basit,250,12371,218,128,0.5,0.3,0.2,3,8.46105318758082,0.11537762945227464,3.550574402230949,4.975254763072282
2025-12-03T18:03:41,4,2,Q-Learning,250,12371,218,128,0.5,0.3,0.2,3,13.143771443835394,0.12417432950205196,3.777860475282619,7.3647101158248365
2025-12-03T18:03:41,4,2,SARSA,250,12371,218,128,0.5,0.3,0.2,3,8.817448886219733,0.13106524695957153,4.480857584839348,5.344215534165608
2025-12-03T18:03:41,4,3,Basit,250,12371,179,114,0.5,0.3,0.2,3,10.32741927379922,0.15079772432760674,2.6771282731790436,5.744374608833701
2025-12-03T18:03:42,4,3,Q-Learning,250,12371,179,114,0.5,0.3,0.2,5,21.754430629241263,0.24874644083638914,7.220466136980197,12.395932474267589
2025-12-03T18:03:43,4,3,SARSA,250,12371,179,114,0.5,0.3,0.2,4,25.783756599738773,0.21735488018243643,3.4766555240141512,13.652415868726948
2025-12-03T18:03:43,4,4,Basit,250,12371,113,148,0.5,0.3,0.2,2,8.47603431667487,0.05688627885240706,1.262345167224271,4.507552075438012
2025-12-03T18:03:43,4,4,Q-Learning,250,12371,113,148,0.5,0.3,0.2,2,8.47603431667487,0.05688627885240706,1.262345167224271,4.507552075438012
2025-12-03T18:03:44,4,4,SARSA,250,12371,113,148,0.5,0.3,0.2,2,8.47603431667487,0.05688627885240706,1.262345167224271,4.507552075438012
2025-12-03T18:03:44,4,5,Basit,250,12371,76,50,0.5,0.3,0.2,3,8.757154399596661,0.11674766011457424,2.7171273867790307,4.957026975188509
2025-12-03T18:03:44,4,5,Q-Learning,250,12371,76,50,0.5,0.3,0.2,2,14.840140110206047,0.07026653092924151,1.9370873089537604,7.828567476172548
2025-12-03T18:03:45,4,5,SARSA,250,12371,76,50,0.5,0.3,0.2,3,19.945445851205275,0.11155986558158312,2.7461635750331674,10.555423600283746
2025-12-03T18:03:45,5,1,Basit,250,12402,17,88,0.5,0.3,0.2,3,9.265856089005167,0.1586046499002164,6.075096453175754,5.895528730107799
2025-12-03T18:03:45,5,1,Q-Learning,250,12402,17,88,0.5,0.3,0.2,2,12.320733455772285,0.09559022641909448,1.1497652343275997,6.41899684267739
2025-12-03T18:03:46,5,1,SARSA,250,12402,17,88,0.5,0.3,0.2,2,12.320733455772285,0.09559022641909448,1.1497652343275997,6.41899684267739
2025-12-03T18:03:46,5,2,Basit,250,12402,87,134,0.5,0.3,0.2,3,9.732303551122897,0.1062644717964385,6.3772265286817795,6.173476422836735
2025-12-03T18:03:47,5,2,Q-Learning,250,12402,87,134,0.5,0.3,0.2,2,14.813191373346987,0.04881817364953631,3.121303644719833,8.045501867712321
2025-12-03T18:03:47,5,2,SARSA,250,12402,87,134,0.5,0.3,0.2,2,14.813191373346987,0.04881817364953631,3.121303644719833,8.045501867712321
2025-12-03T18:03:47,5,3,Basit,250,12402,174,228,0.5,0.3,0.2,3,9.323456659422591,0.15919438962081295,3.9062480493516176,5.490736256467864
2025-12-03T18:03:48,5,3,Q-Learning,250,12402,174,228,0.5,0.3,0.2,3,9.323456659422591,0.15919438962081295,3.9062480493516176,5.490736256467864
2025-12-03T18:03:48,5,3,SARSA,250,12402,174,228,0.5,0.3,0.2,4,27.601063905735067,0.1354633606667891,5.206350766767229,14.882441114421017
2025-12-03T18:03:48,5,4,Basit,250,12402,198,109,0.5,0.3,0.2,3,12.394050640411066,0.08562760177584808,3.2492657135636063,6.872566743451008
2025-12-03T18:03:49,5,4,Q-Learning,250,12402,198,109,0.5,0.3,0.2,7,45.40549721678786,0.2823781212118063,12.984192051229691,25.384300455003412
2025-12-03T18:03:49,5,4,SARSA,250,12402,198,109,0.5,0.3,0.2,3,16.575780920087777,0.12689935263507024,3.621497880852515,9.050259842004913
2025-12-03T18:03:49,5,5,Basit,250,12402,1,21,0.5,0.3,0.2,2,3.060365233478016,0.07660020003257968,1.3952015848004167,1.832202993708865
2025-12-03T18:03:50,5,5,Q-Learning,250,12402,1,21,0.5,0.3,0.2,2,3.060365233478016,0.07660020003257968,1.3952015848004167,1.832202993708865
2025-12-03T18:03:50,5,5,SARSA,250,12402,1,21,0.5,0.3,0.2,2,3.060365233478016,0.07660020003257968,1.3952015848004167,1.832202993708865
2025-12-03T18:03:50,6,1,Basit,250,12601,184,96,0.5,0.3,0.2,3,9.610395565777496,0.1102323076165722,2.556157263584643,5.349498927890648
2025-12-03T18:03:51,6,1,Q-Learning,250,12601,184,96,0.5,0.3,0.2,3,19.93072917322577,0.13687191210202235,3.9394648748543912,10.794319135214371
2025-12-03T18:03:52,6,1,SARSA,250,12601,184,96,0.5,0.3,0.2,7,52.6082693204591,0.4117659850689108,18.09702392700785,30.047069241151796
2025-12-03T18:03:52,6,2,Basit,250,12601,103,24,0.5,0.3,0.2,3,9.854314186928779,0.14991570774909632,6.246643207304748,6.221460447250068
2025-12-03T18:03:52,6,2,Q-Learning,250,12601,103,24,0.5,0.3,0.2,3,16.999195292071096,0.16357241401218106,5.416967265742438,9.632062823387692
2025-12-03T18:03:53,6,2,SARSA,250,12601,103,24,0.5,0.3,0.2,3,12.996217085678776,0.14698978097826826,3.753478688926284,7.292901214918125
